,ID,Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,neutral
139,test_record_140,loved the original love the cordless i loved the original spinwave in fact i bought two more for my two of my kids now i have the cordless and gave my corded to my son i love the spinwave for it have ease of use and excellent performance the cordless makes the job even easier because i do not have a cord to trip over in my old age i tell everyone about this machine because recipients love it too i also have the crosswave but this is my go to machine for my hardwood and bathrooms this machine is a winner and i will never go back to anything i have to manually push and pull the thing floats like a dream when running ever again this review was collected as part of a promotion,0,0,0,0,0,1,0,0,1,0,0,0
140,test_record_141,replacement bissell powerfresh washable cleaning this last batch of replacement mop pads i received were thinner than previous ones consequently the plastic base under the mop pads has scratched my hardwood floors trying too get in touch with the manufacturer the stitching came loose around the edge of the elastic band with the set i bought just prior to these i am looking for a better manufacturer i have used these for several years but the produced quality has gotten impossible to purchase again,0,0,0,0,0,0,0,0,0,0,0,0
141,test_record_142,christmas spirit and coffee really are my two favorite things i am loving this little decoration from sainsburyshome which my boyfriends mum picked up it just looks so cute and fits perfectly with the little coffee chart hot beverage red heart gray home homeinspo home interior home decor home life home love home sweet home new home new build cleaning cleaning products cleanwithme clean and tidy cleaning tips cleaning hacks mrshinchhome mrshinch imahincher hincharmy hinch hincher hinching zoflora l christmas spirit and coffee really are my two favorite things i am loving this little decoration from sainsburyshome which my boyfriends mum picked up it just looks so cute and fits perfectly with the little coffee chart hot beverage red heart gray home homeinspo home interior home decor home life home love home sweet home new home new build cleaning cleaning products cleanwithme clean and tidy cleaning tips cleaning hacks mrshinchhome mrshinch imahincher hincharmy hinch hincher hinching zoflora lovezoflora fabulosa spontex minky home account clean home cleaning account,0,0,0,0,1,1,1,0,0,0,0,0
142,test_record_143,clorox liquid bleach oz bottle case of original version ounce fake advert not as advertised bottles were opened unsealed and did not smell of bleach watered down,1,0,1,0,0,0,0,0,0,0,0,0
143,test_record_144,i am at th gen and it have my longest save the only difference i have with this save compared to prior legacy attempts is that i limit continuing gens to about of the current gen have household funds when they move out does not include any owned lots game changer for me,0,0,1,0,0,0,0,0,1,0,0,0
144,test_record_145,i actually found a can of spray lysol yesterday it was bucks for a small can,0,0,0,0,0,0,0,0,0,0,0,0
145,test_record_146,lysol disinfectant spray sanitizing and antibacterial spray for disinfecting and deodorizing crisp linen oz takes away smoke smell on linen freshens up couch pillows too,0,0,1,0,0,0,0,0,0,0,0,0
146,test_record_147,why kudlow and mnuchin were added to the team thieves trump swamp,1,0,1,0,0,0,0,0,0,0,0,0
147,test_record_148,tasty and fresh drinking a baby genius by bill have glory hole and discount lapdances h iao fwuc,0,0,0,0,1,0,0,0,0,0,0,0
148,test_record_149,the answer to what have the end of that last statement or shall i say what have the end of the rest of the last statement on that last tweet if somebody in the system does not delete it hackers thieves corporate even god,1,0,1,0,0,0,0,0,0,0,0,0
149,test_record_150,rt i think only wanted to do this,0,0,0,0,0,0,0,0,0,0,0,0
150,test_record_151,swiffers and ariolators beinf the worst fandoms on here never going to change my avi to taylor or ariana i am done you all love dragging each other for what nobody outside stan twitter cares about discount and chart performance,0,0,0,0,0,0,0,0,0,0,0,0
151,test_record_152,sauces condiments market growth insights global industry status and outlook future opportunity till november global sauces and condiments market is anticipated to witness an exponential growth in the forecast period sauces and condiments are foodstuffs that are served with or used to impart particular flavor spice and improve taste of a dish or food most promising feature of these products is to make even a simple restaurant made or homemade food attractive and tastier the factors that propel the growth of the market include rising health concerns among the customers changing lifestyle rising disposable income acceptance of multi cuisine cooking growing acceptance of international cuisines among consumers across the globe and growing demand for ethnic and spicy food on the other hand there are factors that may hamper the growth of the market including hike in the transportation cost and increasing raw material costs sauces condiments market is anticipated to expand at a significant cagr in the upcoming period as the scope product types and its applications are increasing across the globe view full report with toc industry reports sauces condiments market the emerging trend in the sauces and condiments market is the growing demand for organic and gluten free sauces people are progressively becoming health conscious and therefore avoid consuming food that harmfully disturbs their health driven by a health focused approach people are also accepting a gluten free diet and evading ingesting of artificial additives and inherently modified organisms gmos sauces condiments market could be explored by type applications end user distribution channel and geography market could be explored by type as cooking ingredients table sauces dips pastes pickled products purees and others the table sauces segment led the market in and will continue to lead in the forecast period the key factors that may be attributed to the growth of market includes high demand and presence of variety of table sauces market by application could span snacks barbecue hot pot and other based on end user the market could span fast food chains restaurants and others the market could be explored based on distribution channel as supermarkets hypermarkets convenience stores specialist retailers and others internet retailers mixed retailers and non grocery specialists asia pacific accounted for the major share of the sauces condiments industry in and will continue to lead in the forecast period the factors that could be attributed to the growth include rapidly emerging fast food industry and rising number of restaurants in its major markets such as china india and thailand furthermore growing number of foreign travelers in these countries some of the key players that fuel the growth of the sauces condiments market comprise del monte foods inc conagra brands inc the kraft heinz company bolton group general mills inc kikkoman corporation tas gourmet sauce co unilever group mccormick company incorporated and nestle sa the leading companies are taking up partnerships mergers and acquisitions and joint ventures in order to boost the inorganic growth of the industry market segment geographically this report is segmented into several key regions with production consumption revenue million usd market share and growth rate of sauces condiments in these regions from to forecast covering north america united states canada and mexico europe germany france uk russia and italy asia pacific china japan korea india and southeast asia south america brazil argentina columbia middle east and africa saudi arabia uae egypt nigeria and south africa request sample copy of this report industry reports sauces condiments market request sample global sauces condiments market competition by top manufacturers with production price revenue value and market share for each manufacturer the top players including general mills nestle conagra food kroger frito lay unilever the kraft heinz hormel foods mars campbell soup mcdonalds the clorox kikkoman mccormick company conad consorzio nazionale dettaglianti scrl on the basis of product this report displays the production revenue price market share and growth rate of each type primarily split into table sauces dips cooking sauces paste and purees pickled products others on the basis on the end users applications this report focuses on the status and outlook for major applications end users consumption sales market share and growth rate of sauces condiments for each application including specialist retailers supermarkets hypermarkets convenience stores others,0,0,1,0,0,0,0,0,0,0,0,0
152,test_record_153,jonathan jacob elordi adeline maggie lindemann will hero fiennes ryan cole sprouse nasza ikona mason to z tiktokow moni ten lysolek face with tears of joy olivia to za bardzo nie wiem jak si nazywa jej posta timon tim z tiktoka face with tears of joy altana tiera skovbye,0,0,0,0,1,0,0,0,0,0,0,0
153,test_record_154,bissell crosswave cleaner wet dry a you have to take it apart and clean it after using not worth it save your money,1,0,1,0,0,0,0,0,0,0,0,0
154,test_record_155,if i had that car i would definitely not use fabuloso laugh my ass off,1,0,1,0,0,0,0,0,0,0,0,0
155,test_record_156,wow this stuff is amazing took out every stain i used it on one was from or years ago behind my couch absolutely love this stuff just wish the can would last longer,0,0,0,0,1,0,0,0,1,0,0,0
156,test_record_157,lil clorox wipe steve harvey ft lil fruit snacc lil clorox wipe steve harvey ft lil fruit snacc the fucking sans song at the end,1,0,0,0,1,0,0,0,1,0,0,0
157,test_record_158,bissell powerforce helix turbo inner and outer filter set t co esl wzclvv xghr ydvzf,0,0,0,0,0,0,0,0,0,0,0,0
158,test_record_159,bissell crosswave all in one multi surface wet dry vac this machine is light easy to maneuver and cleans great love my new bissel,0,0,0,0,1,1,1,0,0,0,0,0
159,test_record_160,method bathroom spray x ml good product fresh scent easy cleaning,0,0,0,0,1,0,1,0,0,0,0,0
160,test_record_161,rt no snorting lysol thumbs up winking face,1,0,1,0,0,0,0,0,0,0,0,0
161,test_record_162,saw bagger at the bus station and ended up giving him a ride home he really wants to fuck snooki from jersey shore now pussy is awesome pussy is the greatest driving a confirmed self admitted child molester around hit that seat with some lysol dog,1,0,1,0,0,0,0,0,0,0,0,0
162,test_record_163,did i really just hear you say because there s more toilet paper and there s more clorox wipes on the store shelves that things are getting better did you really just say that you are so stupid,0,0,0,0,1,0,0,0,0,0,0,0
163,test_record_164,kirkland signature kirkland aller flo fluticasone propionate glucorticoid fl oz pack of good as rx med spray works as well as my previous rx brand for allergy symptoms,0,0,0,0,0,0,1,0,0,0,0,0
164,test_record_165,i also remember polls saying clinton was ahead i remember seeing the clip where trump bragged about grabbing women have crotches only he used a vulgar term i remember thinking there is no way this country will elect that moron guess what they did,0,0,1,0,0,0,0,0,0,0,0,0
165,test_record_166,febreeze rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,0,0,0,0,0,0,0,0,0,0,0,0
166,test_record_167,resolve laundry stain remover ounce yeah so happy to have found this our stores seemed to have stopped selling it years ago,0,0,0,0,1,1,1,0,0,0,0,0
167,test_record_168,spotbot registered pet portable carpet cleaner works awsome,0,0,1,0,0,0,0,0,0,0,0,0
168,test_record_169,clorox splash less liquid bleach fresh meadow scent oz bottle packaging may vary fl oz be diligent in the items one expects to receive the items were horribly packaged upon arrival and upon opening the box each bottle was taped on the lids for security red flag popped up so i opened one and notice it was watered down and foamed so i tested the product on a cloth to see if it bleached and nothing at times like this there was a need for the item but in this case how sad for the misrepresentation,0,0,1,0,0,0,0,0,0,0,0,0
169,test_record_170,bissell manual,0,0,0,1,1,0,0,0,0,0,0,1
170,test_record_171,disney have club level cl information and questions page cakebaker said i do not think any meal plan would get me to keep our reservations if those rumors turn out to be true a significant cut on the room rate might we do not really do cl to save on food costs it s the convenience and relaxed atmosphere being outside the parks that i love about the offering in the lounges there s nowhere else i can sit in the peace and quiet of my balcony eating crepes and sipping on mimosas besides for the price i am better off with a less expensive room and buying my own food click to expand kind of concur definitely concur if they offer qs meal plan vinotinto said well look at it this way at least you will be covered in the equivalent of a very wet clorox wipe that pool has enough chlorine to not only kill covid but the pandora parasites from fop click to expand if i see people bottling pool water now i will know why,0,0,1,0,0,0,0,0,0,0,0,0
171,test_record_172,seventh generation fabric softener sheets free clear count packaging may vary soap thanks,0,0,0,0,0,0,0,0,0,0,0,0
172,test_record_173,halifax care home invests in the industries leading ozone generator which is globally recognized to combat viruses and odors ensuring staff residents and visitors are safe and protected to find out more about the super activo ozone generator contact our team on safety ozone super act ivo mag ozone ecozone ecozone technologies mag group care halifax care home industry leading ozone generator air purification health and safety,0,0,1,0,0,0,0,0,0,0,0,0
173,test_record_174,laugh out loud you talking about this corrupt doj seriously sounds like you have tried the trump lysol injection you refer to unmasking as a felony wrong unless you are accusing trump admin of k felonies last year,1,0,1,0,0,0,0,0,0,0,0,0
174,test_record_175,stars this product freshened my entire apt i absolutely love the steam cleaner is a magnificent way to clean everything including my carpets,0,0,0,0,1,1,0,0,0,0,0,0
175,test_record_176,bissell trade mark air air purifier a air quality products this air purifier is exactly what we needed to clean the air in our mountain cabin at lake almanor in northern california with all of the wildfires this year summer fall of we were concerned about the level of smoke and particulates we were being exposed to with the bissel air working in our living room kitchen dinning area we are breathing easy we also bought of the bissel myair personal air purifiers for use in the bedrooms of our cabin we sleep very well with these bissel products working for us,0,0,0,0,0,0,1,0,0,0,0,0
176,test_record_177,this trash can is trash you can not step on the pedal to hard or the lid will come off,1,0,1,0,0,0,0,0,0,0,0,0
177,test_record_178,very effective product these work well with my wet jet and is used mainly on linoleum flooring,0,0,0,0,0,0,0,0,0,0,0,0
178,test_record_179,lysol laundry sanitizer additive crisp linen fl oz pack of lysol no scent but kills germs,1,0,0,0,0,0,0,0,0,0,0,0
179,test_record_180,scrubbing bubbles continuous clean drop ins toilet cleaner tablet repels tough hard water and limescale stains blue disks oz ct do not buy this this is literally the most bogus product i have bought in years delivery took nearly months tablets are completely stuck to the wrapper had to wrangle it out with my hands staining my hands blue for several days all that for nothing it does not work at all,0,0,0,0,0,0,0,0,0,0,0,0
180,test_record_181,bad shipping great product but amazon needs to show some care in shipping leaked all over the place what a mess,1,0,1,0,0,0,0,0,1,0,0,0
181,test_record_182,bathroom cleaning bathtub white heart kids bathroom all clean and disinfected white heart white heart swipe fore the whole room left arrow bathroom bathroom cleaning sink cleaning lovezoflora cleaner luxe polished cleaninginspo cleaning motivation astonish cleaners fabulosa zofloralove zoflora shine elbow grease elm bridge berkshire surrey surrey business,0,0,0,0,0,0,0,0,0,0,0,0
182,test_record_183,good support but not cooling as advertised this provided the right amount of support after throwing it in the dryer for a few hours in a failed attempt to get rid of the new pillow smell i was worried i had over fluffed it and it would raise my neck too high but then it compressed again just enough to support my head without bending it the new smell stuck around after a wash and at least hours in the dryer the smell attached itself to the pillowcase i put it in through it to the bed and sheets it touched and my head i got sick of it and sprayed a massive amount of febreeze on it which do not work because that scent wore away and the new pillow smell stuck then after a few months though it just slowly got weaker at some point i threw it in the dryer again and it was all gone really frustrating though my biggest issue with this is that while advertised as a kool pillow this pillow does not cool especially in the summer after a few minutes lying on it it heats up enough and does not nearly cool my head as i would had hoped i flipped it and found the cool side only to repeat the process this cooling is not really any different from any other standard pillow i have had and really i bought this for that sole reason,0,0,0,0,0,0,0,0,0,0,0,0
183,test_record_184,no filters i do really like this product even bought my mother one however they must be discontinuing them because i can no longer find the filters which is a shame since i just bought the one for my mother months ago so it was a waste of,0,0,1,0,0,0,0,0,1,0,0,0
184,test_record_185,love a good delivery woman dancing medium light skin tone house with garden febreze love air air fresh ner flash mrshinchhome mrshinch clean smell delivery insta daily home house moving interior cleaning insta mood nofilter insta insta like spray products wilko amazing photooftheday insta good picoftheday,0,0,0,0,1,0,1,0,0,0,0,0
185,test_record_186,arm hammer fridge and freezer baking soda odor absorber ounces pack of broken no option to replace came broken with baking soda everywhere no option to replace,0,0,0,0,0,0,0,0,0,0,0,0
186,test_record_187,scrubbing bubbles fresh gel toilet bowl cleaning stamps gel cleaner helps prevent limescale and toilet rings rainshower scent stamps gross the package says they last days but this has been on my toilet for over months has grown nasty black spots and i think is making my toilet dirtier not cleaner i tried a second one in a different spot on the toilet same problem gross,1,0,1,0,0,0,0,0,0,0,0,0
187,test_record_188,lysol fightback trying to paint the donkey so it looks like a horse,0,0,0,0,0,0,0,0,0,0,0,0
188,test_record_189,bissell spotclean pro portable deep cleaner i you m fixing up a year old car and the bissell spot clean pro pulled dirt from the carpet and upholstery with ease i you m very impressed with this product,0,0,0,0,1,0,0,0,0,0,0,0
189,test_record_190,ready stock holder silicone travel portable holder dettol lifebuoy antabax aiken i think only fit for any sanitizer bottle that having almost same size as dettol sanitizer bottle,0,0,1,0,0,0,0,0,0,0,0,0
190,test_record_191,i am honestly not a i am honestly not a fan of the pods for any laundry soap it just does not do the job unless i add more then one in my honest opinion so if you are looking to use pods i would honestly go with someone that likes them i have an older washer and in my opinion the older washers with the agitator work way better this review was collected as part of a promotion,0,0,1,0,0,0,0,0,1,0,0,0
191,test_record_192,faulty battery and overall inconvenient pros came with faulty battery that does not charge so i can not comment on functionality cons can not attach all accessories to unit only the one being used you just have to hope they do not get lost someday unit does not have a wall mount like other handhelds,1,0,1,0,0,0,0,0,1,0,0,0
192,test_record_193,just a basic bissell one from walmart it was on sale laugh out loud i am sure there are better ones but i do not have much space to vacuum so i went for the off one beaming face with smiling eyes,0,0,0,0,0,0,1,0,0,0,0,0
193,test_record_194,swiffers take note and stop bullying her friends,0,0,1,0,0,0,0,0,0,0,0,0
194,test_record_195,powerforce bagless canister vacuum w works great and love how light weight it is awesome vacuum for the price this review was collected as part of a promotion,0,0,0,0,1,1,1,0,0,0,0,0
195,test_record_196,this sounds like a super fun trip and lots to see this sounds like a super fun trip and lots to see i am crossing my fingers it have still on and you have a great time and stay healthy,0,0,0,0,1,0,1,0,0,0,0,0
196,test_record_197,ha i took a break from this because it had degenerated this morning but i have come back after a drive mile walk to a deserted river spot for a hour picnic and it have still the same radio have world at one covered this as well and mentioned that the medical advisers were looking at the floor and looked uncomfortable but disinfectant firms will be happy even though they have had to issue health warnings as dettol etc are trending on twitter today,0,0,0,0,1,0,0,0,0,0,0,0
197,test_record_198,this is a bloody toxic brexit recipe of news false lies ala trump the lysol drinking moron,1,0,1,0,0,0,0,0,0,0,0,0
198,test_record_199,deep state does not want you to wear a mask hello i work for an undisclosed agency in the american federal government over the past couple months i have bore witness to successful attempts by the deep state that aimed to stop select demographics of the american public from wearing face masks in an attempt to keep trump from getting elected and potentially outing the corrupt nature of the federal government many unofficial groups within the government have been trying to convince potential trump voters to not wear masks through contact with the mainstream media and by releasing contradictory information about how covid spreads they believe that by convincing these potential voters that masks are ineffective they will be able to wipe out and incapacitate a sizable portion of citizens who might vote for trump in i can not give anymore information at this time but it have incredibly important that this information makes it into the general public sometimes coronavirii hit you in the head when some onions lad chucks it at your forehead but it is half full lysol states on fhe bottle that it kills coronaviruses on contact they wasted print space for decades to inform the consumer that it kills a common virus like a fucking shamanic talisman how real is that shit the very virus that supposedly causes a positive on the swab test speaking as an optimist i believe cooties pose a far greater risk and their threat is covered up by a real agenda,1,0,1,0,0,0,0,0,0,0,0,0
199,test_record_200,the other guy do not get the vaccine the first vaccine was developed internationally and other one developed with private funds trump promoted get light up your butt clorox and hydroxychloroquine,1,0,1,0,0,0,0,0,0,0,0,0
200,test_record_201,this coming from the man that wants you to ingest lysol and stick a flashlight up your ass set down and shut up,1,0,1,0,0,0,0,0,0,0,0,0
201,test_record_202,under no circumstances administer into human body dettol tells people not to follow trump s dangerous recommendation household brands dettol and lysol denounce donald trump s comments on disinfectant treatment with statement this is fake news injected that shit up get the economies opened up sooner since you all will be immune,1,0,1,0,0,0,0,0,0,0,0,0
202,test_record_203,makeit its like dollars for two large containers of lysol disinfectant wipes,1,0,1,0,0,0,0,0,0,0,0,0
203,test_record_204,haha bring the lysol right,0,0,0,0,1,0,1,0,0,0,0,0
204,test_record_205,no se ag eve pero en el af and de los medios por informar hasta lo absurdo con el fin de obtener likes aparecieron ellos desde el inframundo pidiendo un micr fono y uds y sus colegas fueron corriendo a pon rselo en la boca y desinfectado con lysol los medios los revivieron,0,0,1,0,0,0,0,0,0,0,0,0
205,test_record_206,makes cleaning ceiling fans so easy,0,0,0,0,0,0,0,0,0,0,0,0
206,test_record_207,igtv another june loyalty rewards and shop order unboxing loyalty rewards essential rewards june june promos essential oils someofmyfavoritethings plant based meal replacement sulfurzyme sli que thieves lip balm endoflex juvaflex longevity wipes hand sanitizing peppermint lemon peace and calming eucalyptus tea tree citronella vanilla aromasiez jade lemon yleo healthy challenge,0,0,0,0,1,0,0,0,0,0,0,0
207,test_record_208,yes and we have to be very careful it takes one false move even getting delivery from someone and forgetting to wash your hands my daughter drives me nuts when she have here sanitize i just did sanitize again lysol your shoes when you come in the door etc,1,0,1,0,0,0,0,0,1,0,0,0
208,test_record_209,seventh generation hand soap free clean unscented oz pack packaging may vary it have natural i found an amazing handsoap i really like i bought a case of it works better than soaps that does not rinse well and is irritating,0,0,0,0,0,0,0,0,0,0,0,0
209,test_record_210,by doethreetwoone way to go,1,0,1,0,0,0,0,0,0,0,0,0
210,test_record_211,bissell big green clean machine t the big greem carpet cleaner made my carpets look like new it even removed stubborn dog throw up this review was collected as part of a promotion,0,0,1,0,0,0,0,0,0,0,0,0
211,test_record_212,no worries i will be back in joe released his taxes does not incite violence and does not drink clorox besides drumf will be in jail by,1,0,1,0,0,0,0,0,0,0,0,0
212,test_record_213,color very good packing fast delivery,0,0,0,0,1,0,1,0,0,0,0,0
213,test_record_214,where is this i have not seen clorox in weeks,0,1,1,0,0,0,0,0,1,0,0,0
214,test_record_215,rt arm and hammer laundry detergent is the best soap let pron have a vote on it,0,0,0,0,0,0,0,0,0,0,0,0
215,test_record_216,amazon ca best sellers the most popular items in industrial scientific individual package disposable face mask ply breathable with elastic ear loop dust mask antiviral great for surgical dental outdoors hypoallergenic hospital sky blue pack pinnaclet dust mask pcs protective pm mask disposable filters adjustable reusable respirator face mask for construction air pollen allergy woodworking gardening painting purell advanced hand sanitizer variety pack naturals and refreshing gel fl oz portable flip cap bottle with jelly wrap carrier pack of ecsc,0,0,0,0,1,0,1,0,0,0,0,0
216,test_record_217,same broke down and cleaned and started up the humidifier baby k is stuffy hubs is snotty and i am throat achy hope you are headed towards healthier times my friend me i am about to lysol the fuck out of everything,0,0,0,0,0,0,0,0,0,0,0,0
217,test_record_218,bissell spotbot pet handsfree spot and stain cleaner with deep reach technolo jsvgwuxfzk hxpkqrktzq,0,0,0,0,0,0,0,0,0,0,0,0
218,test_record_219,seventh generation dishwasher detergent gel with powerful citric acid lemon scent oz pack great dishwasher detergent i love this dishwasher detergent it cleans my dishes well and i do not have to worry about dissolving plastic from pods,0,0,0,0,1,1,1,0,0,0,0,0
219,test_record_220,so what is right trump said to drink lysol bleach and to shine a light up your butt for covid,0,0,1,0,0,0,0,0,0,0,0,0
220,test_record_221,what a giant load of utter dribble krankyfw attach your masters level thesis love to read it what is it about how to manufacture false evidence of flu virus particles in sewerage treatment facilities get yourself a can of glen kills virus germs bacteria,0,0,0,0,0,0,0,0,0,0,0,0
221,test_record_222,great buy lightweight compact and powerful it glides along my hardwood floors with ease i love it,0,0,0,0,1,1,1,0,0,0,0,0
222,test_record_223,sands carries both the wall mount dispenser and refills for purell hand sanitizer s gswthutt,0,0,0,0,0,0,0,0,0,0,0,0
223,test_record_224,hey swiffers remember that one time when we were right about the mural that was cool,0,0,0,0,1,0,0,0,0,0,0,0
224,test_record_225,seventh generation free clear baby diapers choose your size great product very smooth and soft diapers not rash or anything recommended to other parents,0,0,0,0,0,0,1,0,0,0,0,0
225,test_record_226,phonebook search in the state of florida from lookup person by phone number in port charlotte anthea cowhey adesola brandolph robbins bertilrud estus boscarello kwona bujarski mickell aucella neto carnock tazin anguilano out ceasor jaoquin bei bartow brnjak goshua barriga librada cruser mountain bellush curb aeckerle maryam blama delvia bielicke geraldo crowdis wanese beyerbach almida cueva jerrene bissell yachi cerevic masresha boote greter croasdell agyeman bonvie baja canalizo faro ciesielka denis billmeyer miuling choeden sharle cok,0,0,0,0,0,0,0,0,0,0,0,0
226,test_record_227,lysol baby is that you,0,1,0,0,0,0,0,0,0,0,0,0
227,test_record_228,rt the word menstruator obscures the fact that it is an issue that affects women and girls because of their female bodies here in canada new immigrants might not even understand the term menstruator when we can not use words that people understand there is a risk,1,0,1,0,0,0,0,1,0,0,0,0
228,test_record_229,bissell powerfresh pet steam purple bought this on the recommendation of my daughter who also has a dog i am very impressed it is easy to use quick and very effective i especially like that in only takes moments to heat up i can quickly clean around the dog bowls and anywhere there may be spots in between cleanings,0,0,0,0,0,0,0,0,0,0,0,0
229,test_record_230,you mean the hydroxchloroquine and clorox did not work what did trump have to lose,1,0,1,0,0,0,0,0,1,0,0,0
230,test_record_231,those cops probably was taking trump s advice to drink lysol or some kind of disinfectant too seriously,0,0,0,0,0,0,0,0,0,0,0,0
231,test_record_232,every day trump butchers the english language and makes ridiculous statements wants to inject himself with lysol says too much testing is the problem with covid and you rip biden for that,1,0,1,0,0,0,0,0,0,0,0,0
232,test_record_233,need wood chipper advice clean with lots of clorox we are a bunch of sick puppies,0,0,0,0,0,0,1,0,0,0,0,0
233,test_record_234,we do not have a lot of stains and problems with stains it is just not something we would use a ton of this review was collected as part of a promotion,0,0,1,0,0,0,0,0,1,0,0,0
234,test_record_235,scrubbing bubbles toilet bowl cleaning gel starter kit includes dispenser and gel glade rainshower scent total stamps family staple with teenage boys great for keeping a clean toilet clean and fresh,0,0,0,0,1,0,0,0,0,0,0,0
235,test_record_236,texas florida arizona and other red states getting rekt by covid page bodybuilding com forums originally posted by chaunce so never said the words drink inject bleach or lysol literally fake news and you morons keep doubling down on your idiocy as usual what he did was demonstrate a complete lack of understanding of basic biology viruses and even how disinfectants work so while you are correct he do not specifically say how we could use a disinfectant in vivo to treat a virus he did indicate he thought it was feasible essentially trump proved he do not know more than a fifth grader and while that level of knowledge would not be unexpected of him in august of trump only had that level of understanding after hours of briefings by his advisory staff about a viral pandemic you are defending incompetence,1,0,1,0,0,0,0,0,0,0,0,0
236,test_record_237,dip their asses in lysol before they enter the state of pa too,0,0,0,0,0,0,0,0,0,0,0,0
237,test_record_238,lysol protecting home base share enter to win nz caerdnd,0,0,0,0,1,0,1,0,0,0,0,0
238,test_record_239,this has always been the best hardwood floor cleaner as all the new brands hit the market i am you this has always been the best hardwood floor cleaner as all the new brands hit the market i am usually the first to try them out as i clean houses professionally for a living i always get the most compliments on the pledge hardwood floor cleaner every time i use it it have by far my favorite and will remain using it and recommending it to everyone,0,0,0,0,1,0,1,0,0,0,0,0
239,test_record_240,love another said how is this shyt still spreading with people hoarding all the cleaning supplies my friend in jersey says she will see girls announce they are covid positive then next day see the same bitches at walmart and the mall so noo amount of cleaning supplies will save us at this point,0,0,0,0,1,0,0,0,0,0,0,0
240,test_record_241,trumpisalaughingstock lysolpresident injectdisenfectant trump crime syndicate dqkcuxnqsd,1,0,1,0,0,0,0,0,0,0,0,0
241,test_record_242,taylor herself hates rep so why should we like it,1,0,1,0,0,0,0,0,0,0,0,0
242,test_record_243,quick drink some clorox to protect yourself morons,0,0,0,0,0,0,1,0,0,0,0,0
243,test_record_244,rmr instant mold and mildew stain remover spray scrub free formula bathroom floor and shower cleaner fl oz do not waste your money the sprayer that comes with the product does not work at all i replaced the sprayer hoping it will work better than the clorox mode and mildew remover but it is useless what clorox can not remove this product can not remove either this product can not be returned to amazon do not waste your money,1,0,1,0,0,0,0,0,0,0,0,0
244,test_record_245,you suck at being president please go back to your golf courses and your golden tower so the democrats can come in with clorox to clean up the mess you have made,0,0,0,0,0,0,0,0,0,0,0,0
245,test_record_246,i am so jealous may i come i have lysol masks e writhing l please let me in i am so jealous may i come i have lysol masks e writhing l please let me in,0,0,0,0,0,0,1,0,0,0,0,0
246,test_record_247,febreze febreze fabric freshener spray classic ml does the job the product is good but a bit expensive packing was bad product was leaking when arrived should have packed in a carton box removes odor from sofas but needed half a bottle for a two seated sofa,1,0,1,0,0,0,0,0,0,0,0,0
247,test_record_248,dettol multi purpose disinfectant spray for hard soft surfaces original pine buy dettol multi purpose disinfectant spray for hard soft surfaces original pine online at best price in india a good disinfectant spray ans smells good,0,0,0,0,0,0,1,0,0,0,0,0
248,test_record_249,i want to buy again i want to buy more,0,0,0,0,0,0,0,0,0,0,0,0
249,test_record_250,may be that is why lysol got demoted from feminine hygiene to a toilet cleaner because that have where it belongs,1,0,1,0,0,0,0,0,0,0,0,0
250,test_record_251,rt as people ramp up cleaning in their homes to try to keep the coronavirus at bay demand has spiked up to percent for disinfectants xzayx cekk,1,0,1,0,0,0,0,0,0,0,0,0
251,test_record_252,i do not recommend dettol soap for washing hands i recommend this one page deep quote mdm heng soap very popular must buy item for singaporeans traveling to bkk what s the pricing like at bkk,0,0,0,0,0,0,0,0,0,0,0,0
252,test_record_253,seventh generation disinfecting bathroom cleaner lemongrass citrus scent oz packaging may vary smells horrible oh my god why do not i read the reviews first this is the most disgusting smell why would they do this nauseated face nauseated face nauseated face,1,0,1,0,0,0,0,0,0,0,0,0
253,test_record_254,crosswave registered cordless max a wet dry vac i have owned this for months the product was great for my needs and did a great job on my hardwood kitchen floors unfortunately after owning it for only months its no longer charging i called support and they sent me a new charging base but that did not solve the issue i then called back to support and after minutes on the phone with them their solution is to take it to a service center and if it can not be fixed there then take it to fedex and send it back to them and perhaps i will receive a replacement later i have already spent hours on the phone now they want me to take even more time to run around town to get their product fixed i will never purchase another product from bissell,1,0,1,0,0,0,0,0,1,0,0,0
254,test_record_255,your leggings are kind of hot sexy i kind of like it so far mirror mirror on the wall who have that beautiful lovely strong girl of them all why is my beautiful woman crush laugh out loud except that mirror was very dirtier as it was windex spray glass cleaner would be better baby winking face red heart,0,0,0,0,1,1,1,0,0,0,0,0
255,test_record_256,does that make it ok,0,0,0,0,0,0,0,0,0,0,0,0
256,test_record_257,when will we be able to buy it in stores nobody has it,0,0,0,0,0,0,0,0,0,0,0,0
257,test_record_258,impressed stains gone excellent got my stains out first time had about a dozen pair of yr old stained front,0,0,0,0,0,0,0,0,0,0,0,0
258,test_record_259,swiffers starting the fanwar then blaming on armies to victamise themselves are we surprised if you have so much time to do this why ai not you using this energy to stream folklore i do not get it,1,0,1,0,0,0,1,0,0,0,0,0
259,test_record_260,this mf done poured the whole thing of clorox on the damn floor i swear my eyes bout to fall tf out face with symbols on mouth,1,0,0,0,0,0,0,0,0,0,0,0
